scenario_id,is_synthetic,generation_method,source_seed_id,scenario_family,logical_validity,constraint_violation_count,synthetic_provenance,generation_date,record_origin,pilot_only,training_seed_count,not_for_statistical_inference,synthetic_generation_method,generation_note,video_category_enc,activity_group_enc,workflow_stage_enc,movement_pattern_enc,operating_surface_enc,congestion_level_enc,reinforcement_complexity_enc,access_condition_enc,safety_condition_enc,evidence_level_enc,coding_confidence_enc,manufacturer_name_enc,comparison_robot_enc,labour_count_visible,robot_operator_count
SYN-GAN-011,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-FRESH-CONCRETE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,4,2,2,1,2,0,2,3,2,2,1,0,1,0
SYN-GAN-012,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-FRESH-CONCRETE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,4,2,0,1,2,0,1,3,2,2,1,0,4,0
SYN-GAN-013,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-FRESH-CONCRETE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,4,2,0,0,2,0,1,3,2,2,0,0,2,0
SYN-GAN-014,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-FRESH-CONCRETE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,4,2,1,0,1,0,1,2,2,2,0,0,4,0
SYN-GAN-015,yes,tabular_vae,gan_pilot_training_set,SF-DEPLOYMENT-JOINT,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,5,2,1,0,2,0,1,2,2,2,1,0,3,0
SYN-GAN-016,yes,tabular_vae,gan_pilot_training_set,SF-DEPLOYMENT-JOINT,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,3,2,2,1,2,1,1,2,2,2,0,0,3,0
SYN-GAN-017,yes,tabular_vae,gan_pilot_training_set,SF-DEPLOYMENT-JOINT,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,3,2,2,0,1,0,2,3,2,2,1,0,1,0
SYN-GAN-018,yes,tabular_vae,gan_pilot_training_set,SF-DEPLOYMENT-JOINT,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,5,2,1,0,1,0,1,3,2,2,1,0,1,0
SYN-GAN-019,yes,tabular_vae,gan_pilot_training_set,SF-DEPLOYMENT-JOINT,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,5,2,2,1,1,0,1,3,2,2,1,0,0,0
SYN-GAN-020,yes,tabular_vae,gan_pilot_training_set,SF-DEPLOYMENT-JOINT,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,2,1,0,0,1,0,2,2,2,2,1,0,3,0
SYN-GAN-021,yes,tabular_vae,gan_pilot_training_set,SF-DEPLOYMENT-JOINT,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,5,2,1,0,2,0,1,3,2,2,1,0,0,0
SYN-GAN-022,yes,tabular_vae,gan_pilot_training_set,SF-DEPLOYMENT-JOINT,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,1,1,1,1,2,0,2,3,2,2,0,0,5,0
SYN-GAN-023,yes,tabular_vae,gan_pilot_training_set,SF-DEPLOYMENT-JOINT,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,2,1,0,1,2,0,1,3,2,2,0,0,2,0
SYN-GAN-024,yes,tabular_vae,gan_pilot_training_set,SF-DEPLOYMENT-JOINT,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,3,2,1,0,2,0,2,3,2,2,1,0,2,0
SYN-GAN-025,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,4,2,1,1,2,0,1,2,2,2,1,0,7,0
SYN-GAN-026,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,5,2,0,0,2,1,1,2,2,2,0,0,4,0
SYN-GAN-027,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,5,2,1,0,2,1,2,2,1,2,1,0,3,0
SYN-GAN-028,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,2,1,1,0,2,2,2,2,1,3,0,0,5,0
SYN-GAN-029,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,4,2,0,0,1,0,1,2,1,2,0,0,3,0
SYN-GAN-030,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,1,3,2,0,2,2,1,2,1,2,1,0,3,0
SYN-GAN-031,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,2,1,1,0,2,1,2,2,1,2,0,0,4,0
SYN-GAN-032,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,1,1,1,0,2,0,2,2,2,2,1,0,2,0
SYN-GAN-033,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,5,2,2,0,2,0,1,2,2,2,0,0,3,0
SYN-GAN-034,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,1,1,0,0,1,2,1,2,1,2,0,0,5,0
SYN-GAN-035,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,4,2,1,0,2,0,1,2,1,2,0,0,5,0
SYN-GAN-036,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,5,2,1,0,2,0,2,2,1,2,0,0,4,0
SYN-GAN-037,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,1,3,0,0,2,2,2,2,1,2,0,0,4,0
SYN-GAN-038,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,3,2,1,0,2,2,1,2,1,2,0,0,6,0
SYN-GAN-039,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-POST-CAST,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,6,3,1,0,1,0,2,3,2,2,1,0,1,0
SYN-GAN-040,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-POST-CAST,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,6,3,1,0,2,0,2,3,2,2,1,0,1,0
SYN-GAN-041,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-POST-CAST,pass_with_warnings,2,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,6,3,1,2,1,0,1,3,2,2,1,0,0,0
SYN-GAN-042,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-POST-CAST,pass_with_warnings,2,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,6,3,2,1,1,0,2,3,2,2,1,0,2,0
SYN-GAN-043,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-POST-CAST,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,7,3,2,0,1,0,2,3,2,2,1,0,2,0
SYN-GAN-044,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-POST-CAST,pass_with_warnings,2,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,7,3,2,2,1,0,1,3,2,2,1,0,0,0
SYN-GAN-045,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-POST-CAST,pass_with_warnings,2,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,6,3,1,1,1,0,1,3,2,2,1,0,4,0
SYN-GAN-046,yes,tabular_vae,gan_pilot_training_set,SF-ROBOT-POST-CAST,pass_with_warnings,2,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,1,6,3,1,2,2,0,2,3,2,2,1,0,1,0
SYN-GAN-047,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,4,2,1,0,2,0,2,2,1,2,0,0,2,0
SYN-GAN-048,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,4,2,1,0,2,1,2,2,2,2,0,0,2,0
SYN-GAN-049,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,5,2,0,0,2,0,2,2,1,2,1,0,6,0
SYN-GAN-050,yes,tabular_vae,gan_pilot_training_set,SF-MIVAN-SLAB-CYCLE,pass,0,tabular_generative_pilot,2026-06-28,synthetic_pilot,yes,14,yes,tabular_vae,Pilot synthetic row in synthetic_scenario_dataset_gan.csv,0,6,3,0,0,1,1,2,2,2,2,0,0,3,0
